SMILES,MN,WTPT-5,nHBAcc_Lipinski,ETA_BetaP_s,WTPT-3,minHBa,ETA_dEpsilon_C,ETA_dEpsilon_A,ETA_Epsilon_4,ETA_Epsilon_1,TopoPSA,MLFER_S,nHBAcc,nN,maxsssCH,ETA_EtaP_F,ETA_Eta_F_L
Cc1snc2sc(C(=O)c3ccc(Br)cc3)c(N)c12,1,5.642336,3,0.59211,16.88822,-1.46035,-0.10703,0.20541,0.55043,0.64881,112.46,2.387,3,2,0,0.8949,5.19556
Oc1ccc(\C=N\c2ccc(cc2)N3CCOCC3)c(O)c1,1,6.562923,5,0.64773,14.62861,2.280551,-0.08691,0.15556,0.52885,0.5975,65.29,2.243,3,2,0,0.90433,5.99503
CCOC(=O)c1c(C)c(C)sc1Nc2nc(C)c(s2)C(=O)NC,1,8.901405,6,0.63043,22.92021,-1.66811,-0.13275,0.17777,0.57007,0.61508,136.8,2.894,6,3,0,0.89178,5.55671
COc1ccc2c(c1)C(=O)Oc3cc4oc(C)c(C)c4cc23,1,0,4,0.64773,11.59714,5.186478,-0.09067,0.18296,0.53733,0.62963,48.67,2.492,1,0,0,0.99038,6.26732
COc1ccc(OC)c(\C=N\c2oc(c3occc3)c(c4occc4)c2C#N)c1,1,5.65378,7,0.66379,20.53862,5.254635,-0.11446,0.21753,0.55767,0.66074,94.03,2.535,2,2,0,1.21524,9.3806
O=C(Cc1cccs1)Nc2ccccn2,1,6.071796,3,0.61667,11.61092,-0.89412,-0.09086,0.1738,0.53039,0.61333,70.23,2.107,3,2,0,0.81842,4.5442
Cc1sc2ncnc(NCc3occc3)c2c1C,1,9.313027,4,0.66667,15.38001,-1.04327,-0.08608,0.1603,0.53008,0.6043,79.19,1.788,3,3,0,0.82964,5.169
Cc1c([nH]c2CC(CC(=O)c12)c3occc3)C(=O)OCC4CCCO4,1,3.153186,6,0.66,17.35331,3.121566,-0.11865,0.16449,0.56358,0.60942,81.53,2.237,5,1,0.003527,0.83449,5.54239
CCOc1cccc2C=C(C(=O)Oc12)c3nnc(NCc4occc4)s3,1,9.29398,7,0.66346,24.10721,-1.72958,-0.12707,0.21978,0.57152,0.66423,114.72,3.676,4,3,0,1.013,7.5074
Cc1onc(C)c1COc2ccc(cc2)C(=O)OCC(=O)N3c4ccccc4NC(=O)C3(C)C,1,9.479722,9,0.65441,26.18742,1.361196,-0.1205,0.18715,0.56216,0.62881,110.97,3.344,6,3,0,1.11674,9.00336
CCOC(=O)C1=C(O)\C(=C/c2oc(CNC(=O)C(=O)Nc3ccccc3)cc2)\N=C1C,1,9.089533,9,0.64516,25.18624,2.464936,-0.13643,0.21067,0.57576,0.65,130.23,3.865,8,3,0,1.10355,8.54875
Cc1cc(ccc1n2c(C)ccc2C)C(=O)O,1,3.415056,3,0.60294,8.248524,2.125956,-0.06916,0.13414,0.50794,0.57292,41.71,1.928,3,1,0,0.86187,4.63674
CCOC(=O)c1[nH]c2CC(CC(=O)c2c1C)c3occc3,1,3.143782,5,0.64286,14.14006,3.071797,-0.1156,0.16991,0.55797,0.61228,72.3,1.941,4,1,0.021385,0.86384,5.10565
CCN1CCc2nc(NC(=O)Cc3ccc4OCCOc4c3)sc2C1,1,9.596502,6,0.68,21.48563,-1.34361,-0.10538,0.15435,0.5503,0.59928,91.93,3.266,4,3,0,0.80272,5.8099
COc1ccccc1NC(=O)c2ccccc2NC(=O)c3cc(Cl)ccc3NC(=O)c4occc4,1,9.245177,8,0.64286,25.29531,0.51139,-0.11468,0.21711,0.55609,0.65853,109.67,4.525,6,3,0,1.30978,10.85237
CC(=O)c1c(C)[nH]c(C(=O)COc2ccc(cc2)C#N)c1C,1,5.494996,5,0.60227,13.52193,2.955127,-0.11042,0.17566,0.54792,0.61316,82.95,2.63,4,2,0,0.99243,6.20306
CCOC(=O)CSC1=NN(C)C(=S)S1,1,6.186089,4,0.60714,20.04186,-1.06894,-0.23056,0.23056,0.66389,0.66389,124.59,2.01,4,2,0,0.47716,2.27511
COCCCNC(=O)c1ccc2C(=O)N(Cc3ccc4OCOc4c3)C(=S)Nc2c1,1,9.570405,8,0.675,26.17122,1.749183,-0.13175,0.19636,0.5746,0.63922,121.22,4.495,6,3,0,1.01938,7.72271
Cn1ccnc1SCC(=O)Nc2ccc3nc(SCC(=O)NC4CC4)sc3c2,1,15.34199,7,0.66964,29.66277,-1.40581,-0.12893,0.18691,0.57251,0.6305,167.75,3.899,7,5,0.457459,0.87706,6.65889
Cc1c([nH]c2CC(CC(=O)c12)c3occc3)C(=O)OCc4ccccc4,1,3.153787,5,0.63462,14.36544,3.123262,-0.09058,0.1637,0.53503,0.60815,72.3,2.367,4,1,0,0.98211,7.0414
Cc1ccccc1CSCC(=O)NC(=O)NCc2occc2,1,5.950036,5,0.61364,16.99983,-1.24562,-0.10583,0.16667,0.54333,0.60417,96.64,1.978,4,2,0,0.80493,5.36739
C(Oc1ccccc1)c2nnc3sc(nn23)C4COc5ccccc5O4,1,13.01974,7,0.68269,25.62809,-1.57239,-0.11628,0.2156,0.56485,0.66417,99.01,3.183,4,4,0,0.97424,7.69788
Brc1oc(cc1)c2nc3cc(ccc3[nH]2)N4C(=O)c5ccccc5C4=O,1,9.873875,6,0.68269,20.62679,1.199332,-0.11495,0.23939,0.56352,0.68796,79.2,2.656,5,3,0,1.12556,7.99014
COc1cc2cc(C(N3CCc4ccccc34)c5nnnn5C6CCCC6)c(O)nc2cc1OC,1,19.54527,9,0.66429,27.76375,1.969089,-0.08934,0.14946,0.53671,0.59683,98.42,3.671,6,6,0.26413,1.0752,8.73725
COC(=O)c1ccc2C(=O)N(CC3CCCO3)C(=Nc2c1)SCC(=O)Nc4ccccc4Cl,1,9.771804,8,0.65909,28.81039,-2.02321,-0.14442,0.2069,0.58635,0.64883,122.6,3.943,8,3,0,1.02712,7.88703
O=S(=O)(N1CCCCCC1)c2cccc(c2)c3cn4cccnc4n3,1,13.15563,6,0.67,21.69194,1.763566,-0.09016,0.15285,0.53509,0.59778,75.95,3.025,6,4,0,0.95616,6.06892
COc1ccccc1N2CCN(CC2)C(=O)c3cc4CCCc4s3,1,6.962539,4,0.65625,15.48667,-1.18641,-0.0724,0.11976,0.51786,0.56522,61.02,2.188,3,2,0,0.7877,5.49166
OC(=O)C1Nc2c(cccc2C(=O)N3CCOCC3)C4C=CCC14,1,6.590414,6,0.66667,17.06318,1.770975,-0.11352,0.16061,0.55897,0.60606,78.87,2.225,6,2,0.05536,0.83853,5.14465
COc1ccc(OCCC(=O)OCC(=O)NCc2occc2)cc1,0,2.992242,7,0.64583,19.84405,2.580155,-0.13833,0.20239,0.57547,0.63954,87,2.465,4,1,0,0.92009,6.66657
COC(=O)C1=C(O)\C(=C/c2oc(CNC(=O)C(=O)Nc3ccc(C)c(C)c3)cc2)\N=C1C,1,9.090112,9,0.64063,25.00283,2.484501,-0.13044,0.19905,0.56957,0.63818,130.23,3.817,8,3,0,1.10993,8.69157
CN(CC(=O)NC(=O)NCc1occc1)Cc2nc(O)c3ccccc3n2,1,15.4035,9,0.68519,26.00786,1.637588,-0.1333,0.20467,0.57356,0.64493,120.59,2.905,7,5,0,1.05673,7.80263
OC1=C(C(=O)Nc2ccccc2[N+](=O)[O-])c3nc4ccccc4n3CC1,1,12.89619,8,0.67308,22.9065,1.864457,-0.1295,0.23222,0.57394,0.67667,110.29,2.981,5,4,0,1.15768,7.78975
COC(=O)c1oc(CSc2nc(O)c3cnn(c4ccc(C)c(C)c4)c3n2)cc1,1,12.98431,8,0.66379,26.96688,-1.75241,-0.12346,0.20856,0.56667,0.65177,128.05,3.066,6,4,0,1.07221,8.14692
CC1(C)Cc2c(CO1)sc3c4nnnn4c5nnnn5c23,1,25.8063,9,0.69048,32.04951,-1.39552,-0.18871,0.2548,0.64144,0.70753,123.63,2.921,9,8,0,0.86094,5.4436
Cc1cccc2cc(C(N(CC3CCCO3)Cc4occc4)c5nnnn5C(C)(C)C)c(O)nc12,1,19.26351,9,0.65,27.9049,1.821616,-0.08653,0.13477,0.53086,0.5791,102.33,2.896,7,6,0.073363,1.03011,8.16525
COc1ccc(Cn2c(N)c(C(=O)NCc3occc3)c4nc5ccccc5nc24)cc1,1,15.64263,8,0.67969,24.00624,1.817846,-0.08879,0.17719,0.53425,0.62264,108.2,3.836,6,5,0,1.20268,9.79003
Cc1ccc(Nc2nnc(SCC(=O)NCc3occc3)s2)cc1,1,12.28716,6,0.63542,23.99221,-1.33359,-0.11395,0.19049,0.55513,0.63167,133.59,3.347,5,4,0,0.88851,6.61888
CCOC(=O)C1=C(O)\C(=C/c2oc(CNC(=O)C(=O)Nc3ccc(C)c(C)c3)cc2)\N=C1C,1,9.093758,9,0.63636,25.19175,2.490932,-0.12494,0.18864,0.56389,0.62759,130.23,3.817,8,3,0,1.08995,8.64587
Clc1ccc(cc1)N2CCN(CC2)C(=O)CCCN3C(=S)Nc4cc5OCOc5cc4C3=O,1,13.48037,8,0.69697,29.91863,0.881961,-0.1317,0.191,0.57675,0.63605,106.44,4.607,6,4,0,0.96554,7.98262
CCc1ccc2nc(NC(=O)c3ccc4c(O)nc(CN5CCOCC5)nc4c3)sc2c1,1,15.96163,8,0.67969,27.2884,-1.55836,-0.10264,0.1703,0.5481,0.61576,128.71,3.93,7,5,0,1.03757,8.31495
Fc1ccc(CNC(=O)C2=CC3=C(N=C4C=CC=CN4C3=O)N(Cc5cccnc5)C2=N)cc1,1,18.93875,8,0.67647,26.64523,1.403338,-0.11431,0.20716,0.55899,0.65184,101.75,4.54,8,6,0,1.24282,9.94648
CCOC(=O)C1=C(Nc2ccc(C)cc2)S\C(=C/c3cn(CC(=O)NCC4CCCO4)c5ccccc35)\C1=O,1,9.706088,8,0.64103,26.42892,-2.13501,-0.09438,0.15545,0.5375,0.59857,123.96,4.172,8,3,0.083742,1.07351,9.36536
COc1ccc2[nH]c3nc(SCc4oc(nn4)c5ccc(C)cc5)nnc3c2c1,1,18.89342,8,0.67241,27.96303,-1.59009,-0.108,0.20428,0.55484,0.65111,127.91,3.357,6,6,0,1.04618,8.58588
Cc1sc2ncnc(SCC(=O)NC(=O)NCc3occc3)c2c1C,1,12.15191,7,0.66,26.33508,-1.63893,-0.14216,0.21119,0.58301,0.65203,150.66,2.502,6,4,0,0.92087,6.63794
CCC1=NN2C(=NC(=O)\C(=C\c3oc(SCc4occc4)cc3)\C2=N)S1,1,12.26469,7,0.66346,27.15988,-1.51536,-0.15222,0.22639,0.59667,0.67083,145.76,2.591,5,4,0,0.92914,6.59698
CC1CCN(CC1)S(=O)(=O)c2ccc(NC(=O)Cc3cccs3)cc2,1,6.44083,5,0.61,20.49738,-1.01394,-0.09834,0.14923,0.53918,0.59007,103.1,2.662,5,2,0.606032,0.8827,5.51108
CC(=O)c1cccc(NC(=O)Cc2cccs2)c1,1,3.051101,3,0.58333,11.01194,-0.95812,-0.09081,0.16476,0.52927,0.60323,74.41,2.283,3,1,0,0.88498,5.10192
Cn1c(SCC(=O)Nc2sccc2C#N)nnc1c3ccccc3,1,15,6,0.63542,23.63876,-1.58978,-0.12209,0.20747,0.56327,0.64865,137.14,3.322,6,5,0,1.00808,7.09441
Cc1csc2nc(CCNS(=O)(=O)c3ccc4OCCOc4c3)cn12,1,9.576196,7,0.68,27.27562,-1.06142,-0.13432,0.20745,0.57925,0.65238,118.55,3.488,5,3,0,0.93319,6.29147
Cc1cccc2c(C)cc(SCC(=O)NC(=O)NCc3occc3)nc12,1,9.099095,6,0.63462,20.21338,-1.64084,-0.10371,0.17427,0.54425,0.61482,109.53,2.469,5,3,0,0.94766,6.96584
ClC1=CCC2C(C1)C(=O)N(CCCCCCN3C(=O)C4CC=C(Cl)CC4C3=O)C2=O,1,6.877389,6,0.65,22.30042,0.781579,-0.14444,0.16497,0.5873,0.60782,74.76,1.997,6,2,0,0.68874,4.75661
CC1CC(n2nc(cc2N1)C(=O)O)C(F)(F)C(F)(F)F,1,9.709783,5,0.675,26.50061,0.399745,-0.35615,0.40556,0.79408,0.84349,67.15,1.12,5,3,0,0.94512,4.16754
Cc1nnc(Oc2ccccc2F)c3ccccc13,1,6.15647,3,0.61842,11.85279,5.528796,-0.09026,0.1993,0.53366,0.6427,35.01,1.86,2,2,0,0.97119,5.89103
COc1ccc(OC)c(NC(=O)c2cc([nH]n2)c3ccc(C)cc3O)c1,1,9.258005,7,0.63462,19.97185,2.752048,-0.1039,0.18539,0.54444,0.62593,96.47,2.99,4,3,0,1.10344,7.73595
CCN(c1ccccc1)S(=O)(=O)c2cc(ccc2C)C(=O)O,1,3.352225,5,0.59091,16.66921,1.412993,-0.10825,0.18387,0.54575,0.62137,83.06,2.051,5,1,0,1.06503,5.8264
COC(=O)c1cc2ccsc2n1CC(=O)Nc3ccc(cc3)N(C)C,1,9.619996,6,0.66,20.49604,-1.28857,-0.10499,0.17203,0.54583,0.61288,91.81,2.895,6,3,0,1.04778,7.14719
CCOc1ccc(Nc2oc(nc2C#N)c3ccccc3Cl)cc1,1,8.778036,5,0.64583,17.42416,0.6829,-0.10447,0.20143,0.54564,0.64261,71.08,2.972,3,3,0,1.05333,7.23762
Clc1ccc(s1)S(=O)(=O)NCCc2csc(n2)c3cccnc3,1,9.128693,5,0.63043,26.11123,-1.32796,-0.14397,0.24186,0.58551,0.6834,136.81,2.514,5,3,0,0.95555,6.22447
Cc1ccc(cc1)C(=O)N\N=C\c2ccc(s2)[N+](=O)[O-],1,9.061369,6,0.6,19.50118,-1.75267,-0.14906,0.24164,0.58699,0.67957,112.84,1.866,3,3,0,0.98773,6.00095
COc1ccc(CNC(=O)c2cc(on2)c3cccs3)cc1,1,6.109549,5,0.63636,17.55921,-1.0574,-0.10636,0.19603,0.5483,0.63796,92.6,2.513,2,2,0,0.96385,6.61285
COc1ccccc1\C=C\2/Sc3nc(nn3C2=O)c4occc4,1,9.840257,6,0.67391,21.4418,-1.72431,-0.12411,0.23534,0.57014,0.68137,95.45,2.407,4,3,0,0.99778,6.94361
COc1ccc(cc1)N2Cc3cccc(C(=O)O)c3C2=O,1,3.519578,5,0.64286,13.77168,1.566019,-0.1156,0.20665,0.55797,0.64902,66.84,2.214,4,1,0,1.02252,6.12594
COc1ccc(cc1)N2Cc3cccc(C(=O)N4CCN(CC4)C(=O)c5occc5)c3C2=O,1,10.41768,8,0.68182,23.99186,1.667512,-0.10819,0.18054,0.55324,0.6256,83.3,3.747,6,3,0,1.13066,9.14888
Cc1nc2cc(nn2c(O)c1Cl)c3ccsc3n4c(C)ccc4C,1,13.15053,5,0.66667,21.31919,-1.18882,-0.0983,0.1858,0.54376,0.63126,83.07,3.067,4,4,0,1.01575,6.84819
Fc1ccccc1c2oc3ccc(NC(=O)c4cncc(Br)c4)cc3n2,1,9.270594,5,0.65385,20.09269,2.82928,-0.11582,0.24243,0.56026,0.68687,68.02,3.316,4,3,0,1.10998,8.05921
Clc1ccc(Nc2nc(cs2)c3ccncc3)cc1,1,9.271403,3,0.64474,14.89024,-1.09819,-0.0834,0.19289,0.5268,0.63629,66.05,2.52,3,3,0,0.92317,5.95693
O=C(Nc1ccc(cc1)n2nncc2c3occc3)C4=Cc5ccccc5OC4=O,1,12.77287,8,0.65833,24.03917,1.627376,-0.11408,0.23245,0.56042,0.67879,98.73,4.375,6,4,0,1.18992,9.5835
Cc1ccc(NC(=O)CN2C(=O)S\C(=C\c3oc(cc3)c4cc(ccc4C)C(=O)O)\C2=O)cc1C,1,6.455745,8,0.62857,25.18554,-2.34833,-0.12081,0.20362,0.56222,0.64503,142.22,3.356,7,2,0,1.15714,9.46043
COc1ccc2c(c1)C(=O)Oc3cc(OCC(=O)NC4CCCCC4)ccc23,1,3.039207,6,0.64286,17.18525,3.021146,-0.10138,0.15902,0.54497,0.60261,73.86,3.341,3,1,0.252621,0.91576,6.52997
Brc1ccc(cc1)C2NC(=O)c3c4CCCc4sc3N2,1,6.307783,3,0.6375,14.60397,-1.12105,-0.08208,0.15185,0.53023,0.6,69.37,2.227,3,2,0,0.74964,4.60591
CN(C)CC(=O)N1c2ccccc2CCc3ccc(NC(=O)c4ccc(N)cc4)cc13,1,12.16349,6,0.6371,17.29083,1.788233,-0.06458,0.12999,0.50711,0.57251,78.67,3.48,6,4,0,1.13504,8.46219
CC(=O)Nc1ccc(cc1)\N=C\c2nc(oc2O)c3ccc(C)cc3,1,9.194905,6,0.64,17.23788,2.682174,-0.096,0.18058,0.53684,0.62143,87.72,2.963,4,3,0,1.06002,7.56427
CCOc1cccc2C=C(C(=O)Oc12)c3cn4cc(C)ccc4n3,1,6.66701,5,0.66667,15.33825,5.520808,-0.08545,0.17205,0.53091,0.6175,52.83,3.719,3,2,0,1.01187,6.82672
CN1N=C(SCC(=O)Nc2nc(C)cc(C)n2)SC1=S,1,15.27723,6,0.65,26.36702,-1.21115,-0.17468,0.21257,0.61261,0.65051,153.17,3.416,6,5,0,0.71862,4.35953
COc1cc(cc2OCOc12)C3C(=C(N)OC4=C3C(=O)OC(=C4)C)C#N,1,5.064854,8,0.68269,22.73399,5.20898,-0.1594,0.25056,0.60385,0.695,113.03,4.517,5,2,0,1.08273,7.17483
CN(\N=C\c1cccnc1)C2=C(Cl)C(=O)N(N=C2)c3ccc(F)c(Cl)c3,1,15.8912,6,0.65385,26.04064,0.323021,-0.16637,0.27136,0.60691,0.7119,61.16,2.314,6,5,0,1.07906,7.52969
CCSc1nnc(NC(=O)C2Cc3ccccc3CN2C(=O)c4occc4)s1,1,12.71809,7,0.65179,26.90332,-1.44016,-0.12595,0.19627,0.56954,0.63986,141.87,3.499,6,4,0,1.00367,7.2369
CS(=O)(=O)c1ccc2nc(NC(=O)CCC(=O)c3cccs3)sc2c1,1,6.214149,6,0.62,25.47316,-1.7264,-0.15249,0.23522,0.59333,0.67607,158.06,4.179,6,2,0,1.02756,6.58148
Cc1nnc(NC(=O)Cc2cccs2)s1,1,8.999511,4,0.61667,17.53315,-1.18964,-0.1438,0.21463,0.58333,0.65417,111.36,2.18,4,3,0,0.76756,4.20883
Brc1cnc2cc(nn2c1)C(=O)N3CCN(CC3)C(=O)c4occc4,1,16.58427,8,0.71,27.2925,1.699396,-0.14827,0.22345,0.5932,0.66838,83.95,3.445,7,5,0,0.97966,6.89877
OC1=C(\C=N\c2cc(Cl)ccc2O)C(=O)CC(C1)c3occc3,1,3.084717,5,0.63043,16.31407,0.65516,-0.13096,0.21934,0.5725,0.66088,83.03,2.123,3,1,0,0.97249,6.21477
CCOC(=O)c1ccc(NC(=O)CSc2nc(C)cc(O)n2)cc1,1,9.106162,7,0.63542,22.5975,-1.72549,-0.13998,0.20757,0.57712,0.64472,126.71,3.112,6,3,0,0.95349,6.27753
COc1ccc(NC2=NC(=O)S/C/2=C\c3ccc(cc3)N(C)C)cc1,1,9.253475,5,0.64,17.65709,-1.76516,-0.08329,0.15461,0.52414,0.59545,79.23,2.713,4,3,0,0.97423,6.95435
CC1CC2=C(S1)C(=O)N(CCc3ccccc3)C(=N2)SCC(=O)Nc4cc(C)on4,1,12.73133,7,0.65,27.01269,-1.83314,-0.11799,0.17317,0.56085,0.61603,138.4,3.72,5,4,0.66415,0.85362,6.58663
CCN1C(=O)c2ccccc2N=C1SCC(=O)Nc3ccc(NC(=O)c4occc4)c(OC)c3,1,12.69862,9,0.66176,29.28814,-1.92361,-0.12639,0.20298,0.56806,0.64464,138.54,4.489,7,4,0,1.12808,9.336
CCOCCCNC(=O)c1cnc2ccc(cc2c1O)S(=O)(=O)Nc3cccc(OC)c3,1,9.163959,9,0.63281,28.45548,2.622638,-0.12291,0.19186,0.56204,0.63099,135.23,4.112,7,3,0,1.14668,8.30411
CCOc1cc(N2CCOCC2)c(OCC)cc1NC(=O)c3cc(nc4ccccc34)c5occc5,1,9.792907,8,0.66667,24.3906,2.21689,-0.08735,0.15497,0.53135,0.59897,86.06,3.484,5,3,0,1.12679,9.54919
OC1C(Sc2ccccc2NC1=O)c3ccccc3,1,3.069736,3,0.60526,11.34555,-1.53615,-0.07933,0.16285,0.52273,0.60625,74.63,1.913,3,1,0.00912,0.84387,4.85079
Nc1c(C#N)c(cc(c2ccccc2)c1C#N)c3occc3,1,7.54931,4,0.60227,10.58617,5.391853,-0.07779,0.18433,0.51973,0.62626,86.74,2.745,3,3,0,1.16203,7.23148
O=C(Nc1ccc(cc1)N2CCCC2)C(c3ccccc3)c4ccccc4,1,6.497406,3,0.61111,9.087639,2.391214,-0.03523,0.09848,0.47923,0.54248,32.34,2.669,3,2,0,0.97739,7.21522
CN1N=C(c2c(c(N)n(C3CCCCC3)c2C1=O)c4nc5ccccc5s4)[N+](=O)[O-],1,18.76246,9,0.675,29.39023,-1.77868,-0.1318,0.19299,0.57814,0.63933,147.89,3.29,6,6,0.05985,1.11487,7.39148
CC(=O)c1c(COC(=O)c2occc2)nc3ccccc3[n+]1[O-],1,6.492493,7,0.66304,20.09061,4.926542,-0.15279,0.2537,0.59433,0.69524,96.34,2.819,4,2,0,1.09447,6.99438
NC1=C(C#N)C(C2=C(O1)\C(=C/c3cocc3)\CCC2)c4cocc4,1,5.068358,5,0.64583,14.17675,5.136747,-0.08973,0.17205,0.53519,0.6175,85.32,2.458,3,2,0,0.96463,6.57329
Brc1ccc(cc1)c2nnc(c3cccnc3)c4conc24,1,12.48421,5,0.64773,18.09308,5.174096,-0.09234,0.2157,0.53901,0.66237,64.7,2.627,3,4,0,1.01993,6.98315
Cc1ccc(OCc2ccoc2C(=O)O)cc1C,1,0,4,0.61111,10.95366,4.877793,-0.10598,0.18237,0.54444,0.62083,59.67,1.373,2,0,0,0.86974,5.03515
CCOC(=O)C1=C2N(C(=O)C(S1)c3ccccc3OC)C(=C(N)/C/2=C\c4ccccc4OC)C#N,1,8.654551,8,0.63571,25.5024,-2.4541,-0.11253,0.19134,0.55395,0.63276,140.18,4.309,6,3,0,1.22613,9.39019
Fc1ccc(cc1)c2nnc(c3ccccc23)n4nnc5ccccc45,1,16.23841,5,0.63462,18.76546,1.69356,-0.08443,0.20707,0.53301,0.65564,55.97,2.963,5,5,0,1.1436,8.42816
COc1ccc(cc1)c2oc(nn2)C3=Cc4c(OC3=O)ccc5ccccc45,1,6.240497,6,0.65179,17.90312,5.15097,-0.09564,0.21136,0.54301,0.65873,74.45,3.586,3,2,0,1.13893,8.73067
[O-][N+](=O)c1cc(ccc1Cl)C(=O)NNC(=O)c2ccc(SCC3CCCO3)c(c2)[N+](=O)[O-],1,12.09469,11,0.63281,35.55263,-1.69307,-0.20053,0.28371,0.63966,0.72284,179.01,3.159,5,4,0.18553,1.14295,8.11981
O=C(Nc1ccc2nn(nc2c1)c3ccccc3)c4ccc5OCOc5c4,1,12.99035,7,0.66667,21.7148,1.577485,-0.10121,0.21059,0.54915,0.65854,77.75,3.701,5,4,0,1.08481,8.37736
CC(C)CNC(=O)c1c(N)n(\N=C\c2ccccn2)c3nc4ccccc4nc13,1,21.72242,8,0.66379,24.28142,1.438235,-0.09012,0.16012,0.53333,0.60333,111.08,3.658,8,7,0.307976,1.12128,8.15118
COc1cc(NC(=O)c2cccs2)c(cc1OC)C(=O)OCC(=O)NCc3occc3,1,6.082557,9,0.65323,28.34251,-1.45011,-0.15042,0.22996,0.58974,0.66928,144.34,3.859,6,2,0,1.16365,9.03963
CCn1nnc(NC(=O)CSc2ccc(Cl)cc2)n1,1,15.4527,6,0.61842,23.56051,-1.25184,-0.15969,0.22695,0.59787,0.66513,98,2.83,6,5,0,0.82387,4.96732
NC(=O)c1ccccc1OCC2CC(=NO2)c3ccccc3,1,5.523493,5,0.625,14.15056,5.323545,-0.09606,0.17122,0.538,0.61316,73.91,2.612,2,2,0,0.91213,6.13986
COc1ccc(cc1OC)c2nc(C(=O)N)c3nc(O)n(c4cccc(Cl)c4)c3n2,1,15.51987,9,0.69167,28.68742,0.640071,-0.13893,0.24306,0.58178,0.68592,124.86,4.635,6,5,0,1.25893,9.16512
CS(=O)(=O)N(CC(=O)NCc1occc1)c2ccc3OCOc3c2,1,6.419128,8,0.67708,26.16204,1.154527,-0.16416,0.24049,0.60533,0.68167,106.46,3.198,5,2,0,1.01689,6.4105
CCOC(=O)c1c(COC)n(C)c2C(=O)C(=O)c3ccc(Br)cc3c12,1,3.346939,6,0.64,19.21806,1.58515,-0.13955,0.20794,0.58039,0.64878,74.6,2.933,6,1,0,1.06696,6.45922
Cc1cc(C)c(c(C)c1)S(=O)(=O)\N=C\2/C=CC(=O)C(=C2)Cl,1,3.027854,4,0.58333,16.49375,0.390445,-0.13013,0.20665,0.56783,0.64435,71.95,2.969,4,1,0,0.97039,5.22951
O=S(=O)(NCc1csc(n1)c2cccnc2)c3cccs3,1,9.1425,5,0.63095,23.62249,-1.35204,-0.12884,0.23054,0.57121,0.67292,136.81,2.381,5,3,0,0.97037,6.04081
COC(=O)c1cnn2c(cc(nc12)c3occc3)C(F)(F)F,1,9.855977,6,0.69318,25.29867,4.521816,-0.24914,0.37949,0.69107,0.82143,69.63,1.938,5,3,0,1.13123,6.47558
C\C=C\COC(=O)c1[nH]c2CC(CC(=O)c2c1C)c3occc3,1,3.150116,5,0.63043,14.28275,3.089814,-0.10205,0.16005,0.54359,0.60159,72.3,2.041,4,1,0.009208,0.88335,5.67188
CC1CC2=C(S1)C(=O)N(CCc3ccccc3)C(=N2)SCC(=O)Nc4nnc(C)s4,1,15.69961,7,0.64167,30.01125,-1.78539,-0.1249,0.1774,0.56776,0.62026,166.39,3.87,7,5,0.678795,0.83425,6.46257
Cc1ccc(cc1)S(=O)(=O)Cc2oc(cc2)C(=O)N3CCC4(CC3)OCCO4,1,3.452547,7,0.66071,23.70352,1.699967,-0.12636,0.17929,0.56995,0.62288,94.43,3.524,6,1,0,0.93534,6.32397
COCCOC(=O)c1[nH]c2CC(CC(=O)c2c1C)c3occc3,0,3.150116,6,0.65217,16.99046,3.07309,-0.12713,0.1783,0.56867,0.61984,81.53,2.126,5,1,0.000381,0.88571,5.65506
Clc1ccc2cc3cc(oc3nc2c1)C(=O)NCc4occc4,1,6.208135,5,0.67391,17.49246,0.788361,-0.11898,0.2359,0.56501,0.68193,68.27,2.767,3,2,0,1.02782,7.04819
CSc1ccc(cc1)S(=O)(=O)Nc2cccc(F)c2,1,3.029744,3,0.57895,16.79035,-0.88756,-0.12184,0.22249,0.56002,0.66068,79.85,2.282,3,1,0,0.9665,5.01064
CC(C)CC(=O)Nc1ccc(cc1)C(=O)COc2ccc(cc2)c3ocnn3,1,9.049581,7,0.625,20.22619,2.815351,-0.1055,0.17565,0.5455,0.61565,94.32,3.415,5,3,0.290812,1.00836,7.62611
Cc1cccc(OCc2nnc(SCC(=O)NC(=O)NCc3occc3)n2CC=C)c1,1,15.66568,9,0.65323,29.8886,-1.85364,-0.12146,0.18907,0.56078,0.6284,136.58,2.985,7,5,0,1.02782,8.52673
O=C(NCc1occc1)c2cc3CSCc3s2,1,3.020294,3,0.63235,14.74005,-1.08868,-0.11273,0.18627,0.55741,0.63095,95.78,1.981,2,1,0,0.68821,3.90039
CCOc1ccc(NC2=NC(=O)S/C/2=C\c3ccc(OC)cc3)cc1,1,6.224964,5,0.63,17.55816,-1.77808,-0.09366,0.17001,0.5345,0.61085,85.22,2.678,3,2,0,0.9454,6.804
NC(=O)c1c2CCCCCCc2sc1NC(=O)c3cccs3,1,5.531241,4,0.60227,16.70486,-1.48916,-0.10112,0.14973,0.54306,0.59167,128.67,2.71,4,2,0,0.79651,4.72768
CCC\C(=N\Nc1ccc(Cl)cc1)\c2cnnc(n2)c3ccccc3,1,15.5569,5,0.61,18.07659,0.87128,-0.07787,0.15417,0.51872,0.59502,63.06,2.468,5,5,0,0.97191,7.03865
